,"sublimation_enthalpy_kj/mol","MaxEStateIndex","MinEStateIndex","MaxAbsEStateIndex","MinAbsEStateIndex","qed","MolWt","HeavyAtomMolWt","ExactMolWt","NumValenceElectrons","NumRadicalElectrons","MaxPartialCharge","MinPartialCharge","MaxAbsPartialCharge","MinAbsPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BCUT2D_MWHI","BCUT2D_MWLOW","BCUT2D_CHGHI","BCUT2D_CHGLO","BCUT2D_LOGPHI","BCUT2D_LOGPLOW","BCUT2D_MRHI","BCUT2D_MRLOW","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","HallKierAlpha","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","HeavyAtomCount","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","MolMR","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_COO2","fr_C_O","fr_C_O_noCOO","fr_C_S","fr_HOCCN","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_Nhpyrrole","fr_SH","fr_aldehyde","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_azide","fr_azo","fr_barbitur","fr_benzene","fr_benzodiazepine","fr_bicyclic","fr_diazo","fr_dihydropyridine","fr_epoxide","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_hdrzine","fr_hdrzone","fr_imidazole","fr_imide","fr_isocyan","fr_isothiocyan","fr_ketone","fr_ketone_Topliss","fr_lactam","fr_lactone","fr_methoxy","fr_morpholine","fr_nitrile","fr_nitro","fr_nitro_arom","fr_nitro_arom_nonortho","fr_nitroso","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_phenol_noOrthoHbond","fr_phos_acid","fr_phos_ester","fr_piperdine","fr_piperzine","fr_priamide","fr_prisulfonamd","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_term_acetylene","fr_tetrazole","fr_thiazole","fr_thiocyan","fr_thiophene","fr_unbrch_alkane","fr_urea"
236,41.99018718,5.247685185,0.180555556,5.247685185,0.180555556,0.495704417,114.144,104.064,114.0680796,46,0,0.117127916,-0.373106812,0.373106812,0.117127916,1.75,2.625,2.625,16.60742521,9.729759707,2.556318052,-2.556070876,2.449992915,-2.66200938,5.053695292,-0.301920332,2.047688964,97.58638781,5.612884175,5.015167194,5.015167194,3.872938668,3.040780037,3.040780037,2.607220011,2.607220011,2.35185529,2.35185529,1.419176559,1.419176559,-0.08,71.23540095,4.76658851,1.251615801,0.327437603,48.77938975,9.473725908,5.601050811,0,0,0,0,0,0,0,0,0,12.84164325,7.109797541,12.71084835,9.473725908,0,0,0,0,24.54666044,13.71667951,0,0,0,0,0,0,0,25.4216967,9.473725908,0,12.84164325,0,0,0,0,18.46,0,0,0,5.601050811,6.103966388,6.606881965,12.84164325,7.109797541,0,0,9.473725908,10.44657407,0,0,0,0.180555556,0,0,2.856157407,0.827546296,1.7725,1,8,0,2,1,1,2,0,0,0,2,0,2,1,1,1,2,2,0.5642,28.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,49.89600004,9.194444444,-0.150462963,9.194444444,0.150462963,0.485717481,114.144,104.064,114.0680796,46,0,0.085122806,-0.390052811,0.390052811,0.085122806,1.5,2.25,2.5,16.49993721,10.04818516,2.521403051,-2.053201126,2.512531781,-2.176694199,5.012234986,0.11415052,2.122036878,107.0961628,5.612884175,4.76123928,4.76123928,3.834933866,3.093132756,3.093132756,2.893298591,2.893298591,2.26434212,2.26434212,1.284907239,1.284907239,-0.08,143.6634812,4.76658851,1.251615801,0.446247608,48.46007827,9.843390349,0,0,0,0,0,0,0,0,0,0,12.84164325,5.414990469,19.31773032,9.843390349,0,0,0,5.414990469,18.94560963,13.21376393,0,0,0,0,0,0,0,24.42425771,4.736862954,5.414990469,12.84164325,0,0,0,0,29.46,0,5.106527395,0,11.51895686,6.606881965,6.606881965,12.84164325,0,0,0,4.736862954,5.084490741,0,0,9.194444444,0.236111111,0,0,2.199074074,1.369212963,0,1,8,1,2,1,1,2,0,0,0,2,1,2,0,1,1,2,2,0.1577,28.4928,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,65.43295623,9.352453704,-0.316550926,9.352453704,0.256944444,0.46859236,112.128,104.064,112.0524295,44,0,0.094882379,-0.386847953,0.386847953,0.094882379,1.625,2.5,2.75,16.53681633,9.754584339,2.775450943,-2.486488473,2.678383072,-2.600616997,5.265044499,-0.245504256,1.984374236,156.607525,5.353371151,4.501726256,4.501726256,3.822315198,3.1620511,3.1620511,3.219633452,3.219633452,2.895482371,2.895482371,2.169757166,2.169757166,-0.08,110.7550553,3.854020552,0.755220026,0.183831988,47.45424712,9.843390349,0,0,0,0,0,0,0,0,0,0,6.420821623,11.83581209,18.31189916,9.843390349,0,0,0,11.83581209,18.12583882,6.606881965,0,0,0,0,0,0,0,23.41842656,4.736862954,11.83581209,6.420821623,0,0,0,0,29.46,0,5.106527395,0,11.7050172,5.917906046,18.94560963,0,0,0,0,4.736862954,5.136574074,0,0,9.352453704,-0.316550926,1.390046296,0,1.273148148,0.914328704,0,1,8,1,2,2,1,3,0,0,0,2,1,2,0,2,1,3,3,-0.234,26.2868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,36.05657921,9.46787037,-0.107060185,9.46787037,0.107060185,0.484707231,110.156,100.076,110.0731649,44,0,0.071661634,-0.389266114,0.389266114,0.071661634,1.625,2.375,2.625,16.30070062,9.967255042,2.842006297,-2.160257336,2.817435569,-2.242454338,5.329168744,0.055231224,2.002873926,165.7697611,5.516507858,4.963721453,4.963721453,3.749835553,3.473442351,3.473442351,3.764095396,3.764095396,3.518067044,3.518067044,2.926340034,2.926340034,-0.04,157.1222291,3.886985049,0.687741281,0.174828607,48.70564401,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,30.09244581,0,5.601050811,5.106527395,0,0,0,23.67162418,18.94560963,0,0,0,0,0,0,0,0,10.70757821,0,23.67162418,13.34455882,0,0,0,0,20.23,0,5.106527395,0,5.601050811,0,30.09244581,0,0,0,6.9237372,0,0,0,0,9.46787037,-0.107060185,3.327546296,0,1.13162037,2.263356481,0,1,8,1,1,3,0,3,0,0,0,1,1,1,0,3,0,3,3,0.6331,29.2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,51.15053077,5.139166667,0.611111111,5.139166667,0.611111111,0.498342147,112.172,100.076,112.088815,46,0,0.054430801,-0.380115504,0.380115504,0.054430801,1.375,2,2.125,16.50072663,9.831885485,2.460148049,-2.378430724,2.488367663,-2.409170214,4.943435755,-0.113897568,1.992643743,100.9544534,5.612884175,5.314025684,5.314025684,3.812278497,3.389628766,3.389628766,3.42110318,3.42110318,2.426538921,2.426538921,1.439996367,1.439996367,-0.04,128.5767573,4.803032526,1.268618156,0.509750801,50.03078664,4.736862954,0,0,0,0,0,0,0,0,0,6.9237372,18.75954929,5.414990469,13.21376393,4.736862954,0,0,0,11.33289652,19.76538045,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,11.33289652,19.76538045,0,0,0,0,9.23,0,0,0,0,5.414990469,19.13166998,12.84164325,0,0,6.9237372,4.736862954,5.139166667,0,0,0,0.611111111,1.024305556,0,2.916388889,4.392361111,0,1,8,0,1,1,1,2,0,0,0,1,0,1,1,1,1,2,2,1.4329,31.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,27.29788108,5.253333333,0.715277778,5.253333333,0.715277778,0.461710389,110.156,100.076,110.0731649,44,0,0.086577801,-0.372524235,0.372524235,0.086577801,1.25,1.875,2,16.58152967,9.430932543,2.638210083,-2.609861336,2.683153,-2.54696578,5.130074293,-0.123376999,1.860327096,120.3027021,5.190234444,4.891375954,4.891375954,3.890576759,3.506705863,3.506705863,3.662745551,3.662745551,3.101950233,3.101950233,2.341388618,2.341388618,-0.04,101.0915954,3.886985049,0.859508277,0.255408876,49.02495548,4.736862954,0,0,0,0,0,0,0,0,0,0,30.59536138,0,12.71084835,4.736862954,0,0,0,11.33289652,25.36643126,6.606881965,0,0,0,0,0,0,0,12.71084835,4.736862954,11.33289652,19.26246487,0,0,0,0,12.53,0,0,0,0,6.103966388,17.93977848,19.26246487,0,0,0,4.736862954,5.253333333,0,0,0,0.75462963,1.124259259,0,5.208333333,1.076111111,0,1,8,0,1,3,1,4,0,0,0,1,0,1,1,3,1,4,4,1.1853,29.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,51.15203693,9.167268519,-0.015046296,9.167268519,0.015046296,0.462622834,110.156,100.076,110.0731649,44,0,0.06395501,-0.392182574,0.392182574,0.06395501,1.625,2.5,2.75,16.26741786,9.802422149,2.335995238,-2.270681065,2.414810649,-2.22674735,5.223663963,0.117075305,2.172132599,137.3222521,5.560477932,4.800584747,4.800584747,3.877010098,3.247180754,3.247180754,2.727257214,2.727257214,2.306276306,2.306276306,1.60699406,1.60699406,-0.3,79.39325252,4.56669309,1.349637299,0.401905583,49.02187213,5.106527395,0,0,0,0,0,0,0,0,0,11.64912464,19.26246487,5.917906046,6.103966388,5.106527395,0,0,0,5.917906046,25.36643126,0,11.64912464,0,0,0,0,0,0,11.21049378,0,5.917906046,19.26246487,11.64912464,0,0,0,20.23,0,0,0,6.103966388,5.917906046,6.420821623,18.41474778,0,0,6.076020107,5.106527395,0,0,0,9.167268519,1.511574074,0.578703704,0,5.575787037,0,0,0.714285714,8,1,1,2,0,2,0,0,0,1,1,1,0,1,0,1,2,1.0874,31.4308,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,55.6951775,5.296805556,0.268518519,5.296805556,0.268518519,0.321592489,106.124,100.076,106.0418648,40,0,0.101361078,-0.367556906,0.367556906,0.101361078,1.75,2.625,2.875,16.61094235,9.857589334,2.832718144,-2.105423496,2.762861764,-2.238320095,5.397523248,0.375015196,2.083815388,194.9225905,5.353371151,4.424756148,4.424756148,3.88297537,3.015898272,3.015898272,3.016620512,3.016620512,2.757749364,2.757749364,2.015239096,2.015239096,-0.48,197.916312,3.527273498,0.647228373,0.148908363,48.02418087,4.736862954,6.103966388,0,0,0,0,0,0,0,6.423349896,5.920434319,6.420821623,5.917906046,11.51895686,4.736862954,0,0,0,11.33289652,18.6287544,0,0,0,12.34378421,0,0,0,0,12.20793278,4.736862954,23.67668073,6.420821623,0,0,0,0,12.53,0,0,0,5.414990469,12.20793278,5.917906046,6.420821623,0,0,5.920434319,11.16021285,5.241574074,0,0,0,0.268518519,3.59375,0,7.646157407,0,0,0.714285714,8,0,1,2,1,3,0,0,0,1,0,1,0,2,1,3,3,0.4069,28.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,63.16449862,5.166666667,-0.666666667,5.166666667,0.666666667,0.429574111,120.151,112.087,120.0575149,46,0,0.188989501,-0.351153158,0.351153158,0.188989501,1.333333333,2,2.222222222,16.50394254,10.03357375,2.294744463,-2.117123638,2.226424505,-2.213654617,5.258306512,0.100754623,2.736705889,157.7247662,6.742640687,5.184269172,5.184269172,4.328427125,2.92370294,2.92370294,2.067705341,2.067705341,1.48795089,1.48795089,0.909020253,0.909020253,-0.92,169.9727656,6.203762376,2.13187087,0.921627389,55.40001069,4.736862954,0,5.601050811,0,0,0,0,0,0,12.84669979,11.84086864,6.420821623,13.02770359,0,4.736862954,0,0,0,0,18.44269406,6.606881965,0,0,24.68756843,0,0,0,0,12.20793278,4.736862954,24.68756843,12.84164325,0,0,0,0,9.23,5.601050811,0,0,0,6.606881965,12.84164325,0,0,0,11.84086864,17.58356275,5.166666667,0,0,0,-0.666666667,4.9375,0,12.10972222,0.702777778,0,0.5,9,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.802,35.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
245,61.07547884,5.343240741,0.591435185,5.343240741,0.591435185,0.337610306,120.151,112.087,120.0575149,46,0,0.088461664,-0.369216935,0.369216935,0.088461664,1.555555556,2.444444444,3,16.59985051,10.15257773,2.689340131,-1.850066853,2.644106883,-1.923511517,5.241553279,0.313377658,1.882445798,203.1034,6.00807169,5.079456687,5.079456687,4.4150149,3.531918038,3.531918038,3.308507301,3.308507301,2.927477812,2.927477812,2.339848237,2.339848237,-0.48,421.1745794,4.353552603,1.041465357,0.351831448,54.38912299,4.736862954,0,0,0,0,0,0,0,0,12.34378421,0,12.33872767,11.83581209,12.20793278,4.736862954,0,0,0,17.75371814,18.6287544,0,0,0,12.34378421,0,0,0,0,12.20793278,4.736862954,30.09750235,6.420821623,0,0,0,0,12.53,0,0,0,0,18.12583882,11.83581209,6.420821623,0,0,5.920434319,11.16021285,5.343240741,0,0,0,0,5.047175926,0,7.77625,0,0,0.75,9,0,1,2,1,3,0,0,0,1,0,1,0,2,1,3,3,0.6529,32.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,43.37817487,5.283564815,0.386574074,5.283564815,0.386574074,0.450206164,128.127,120.063,128.0473441,50,0,0.146869735,-0.368392059,0.368392059,0.146869735,1.111111111,2,2.777777778,16.71544522,9.69230499,2.651057096,-2.602480804,2.493875355,-2.751241722,5.111833618,-0.362119229,1.84606437,119.2383991,5.844934983,4.948359511,4.948359511,4.466326495,3.314713809,3.314713809,2.849092833,2.849092833,2.459971398,2.459971398,1.764872704,1.764872704,-0.12,143.0112492,4.658087154,1.309055951,0.377070313,52.88710383,14.21058886,12.89690869,0,0,0,0,0,0,0,0,0,0,5.917906046,18.81481474,14.21058886,0,0,0,5.917906046,18.31189916,13.39982427,0,0,0,0,0,0,0,31.71172343,14.21058886,5.917906046,0,0,0,0,0,27.69,0,0,0,0,31.02274752,6.606881965,0,0,0,0,14.21058886,15.70037037,0,0,0,0,0.664351852,0,1.159722222,1.308888889,0,1,9,0,3,1,4,5,0,0,0,3,0,3,0,1,4,5,5,-0.2435,27.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,49.34947741,5.444305556,0.73900463,5.444305556,0.73900463,0.474429257,124.183,112.087,124.088815,50,0,0.05249004,-0.380852343,0.380852343,0.05249004,1.333333333,2.222222222,2.555555556,16.47668997,9.365283266,2.650973819,-2.699770728,2.705192885,-2.651529192,5.137776062,-0.255794968,1.872929153,146.6466251,5.897341225,5.598482735,5.598482735,4.407413511,3.98476378,3.98476378,3.978454446,3.978454446,3.655744093,3.655744093,3.003340532,3.003340532,-0.04,119.319573,4.72621024,1.195415499,0.361685629,55.3898976,4.736862954,0,0,0,0,0,0,0,0,0,0,36.51326743,6.606881965,6.606881965,4.736862954,0,0,0,17.25080256,19.26246487,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,17.25080256,19.26246487,0,0,0,0,9.23,0,0,0,0,0,30.46456649,19.26246487,0,0,0,4.736862954,5.444305556,0,0,0,0.73900463,2.23625,0,4.361111111,2.13599537,0,1,9,0,1,3,1,4,0,0,0,1,0,1,0,3,1,4,4,1.4329,34.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,52.71483494,5.537037037,0.194444444,5.537037037,0.194444444,0.476946538,126.155,116.075,126.0680796,50,0,0.160510964,-0.349650361,0.349650361,0.160510964,1.111111111,2,2.666666667,16.72874143,9.703173173,2.511518109,-2.436710136,2.489733562,-2.448127221,4.948723695,-0.187433455,1.954143739,125.8515772,5.844934983,5.247218001,5.247218001,4.43265299,3.703690035,3.703690035,3.367822191,3.367822191,2.855354662,2.855354662,2.169394012,2.169394012,-0.08,208.1776254,4.69212897,1.324758312,0.446963973,54.13850071,9.473725908,0,6.290026729,0,0,0,0,0,0,0,0,18.75954929,5.917906046,12.71084835,9.473725908,0,0,0,11.83581209,25.23563636,6.606881965,0,0,0,0,0,0,0,19.00087508,9.473725908,11.83581209,12.84164325,0,0,0,0,18.46,0,0,0,6.290026729,6.103966388,18.44269406,12.84164325,0,0,0,9.473725908,10.94560185,0,0,0,0,1.613425926,0,3.407407407,0.866898148,0,1,9,0,2,1,3,4,0,0,0,2,0,2,0,1,3,4,4,0.7677,30.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,52.63929527,5.759259259,0.702546296,5.759259259,0.702546296,0.476041639,124.183,112.087,124.088815,50,0,0.061129243,-0.374388275,0.374388275,0.061129243,0.888888889,1.444444444,1.777777778,16.51226109,9.709527138,2.499098644,-2.30829611,2.509178423,-2.291276379,4.989043882,0.092887122,2.01358652,115.2383991,5.844934983,5.546076492,5.546076492,4.43265299,4.08756093,4.08756093,3.781900245,3.781900245,3.379514544,3.379514544,2.878726567,2.878726567,-0.04,344.9295335,4.72621024,1.340540228,0.453854269,55.3898976,4.736862954,0,0,0,0,0,0,0,0,0,0,37.51909858,0,12.20793278,4.736862954,0,0,0,11.83581209,37.89121927,0,0,0,0,0,0,0,0,12.20793278,4.736862954,11.83581209,25.68328649,0,0,0,0,9.23,0,0,0,0,12.20793278,11.83581209,25.68328649,0,0,0,4.736862954,5.759259259,0,0,0,0,1.944444444,0,7.12962963,0,0,1,9,0,1,2,2,4,0,0,0,1,0,1,0,2,2,4,4,1.5738,34.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,48.33466092,5.483935185,0.488425926,5.483935185,0.488425926,0.468041211,126.155,116.075,126.0680796,50,0,0.086824891,-0.378440568,0.378440568,0.086824891,1.111111111,2.111111111,2.777777778,16.56712982,9.631578133,2.569724226,-2.597210787,2.506787972,-2.659792431,5.03689416,-0.314232872,1.839050775,127.8515772,5.844934983,5.247218001,5.247218001,4.449489743,3.681747952,3.681747952,3.323575808,3.323575808,2.901618819,2.901618819,2.300387725,2.300387725,-0.08,144.9534425,4.69212897,1.324758312,0.413141289,54.13850071,9.473725908,0,0,0,0,0,0,0,0,0,0,12.33872767,5.917906046,25.4216967,9.473725908,0,0,0,11.83581209,18.6287544,13.21376393,0,0,0,0,0,0,0,25.4216967,9.473725908,11.83581209,6.420821623,0,0,0,0,18.46,0,0,0,0,12.20793278,25.04957602,6.420821623,0,0,0,9.473725908,10.8125,0,0,0,0,1.765046296,0,2.395972222,1.859814815,0,1,9,0,2,1,2,3,0,0,0,2,0,2,0,1,2,3,3,0.4201,31.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,50.1472136,5.528935185,0.585648148,5.528935185,0.585648148,0.471941869,126.155,116.075,126.0680796,50,0,0.068135873,-0.377523075,0.377523075,0.068135873,1.111111111,2.111111111,2.777777778,16.56222326,9.677142691,2.574826861,-2.594891232,2.492585996,-2.669322581,5.049612299,-0.322959267,1.839050775,127.8515772,5.844934983,5.247218001,5.247218001,4.449489743,3.720526787,3.720526787,3.223956311,3.223956311,2.836397881,2.836397881,2.212757154,2.212757154,-0.08,144.9534425,4.69212897,1.324758312,0.413141289,54.13850071,9.473725908,0,0,0,0,0,0,0,0,0,0,6.420821623,18.94560963,18.31189916,9.473725908,0,0,0,5.917906046,31.15354241,6.606881965,0,0,0,0,0,0,0,24.91878113,9.473725908,5.917906046,12.84164325,0,0,0,0,18.46,0,0,0,0,18.31189916,18.94560963,6.420821623,0,0,0,9.473725908,11.02662037,0,0,0,0,0.804398148,0,4.073194444,0.92912037,0,1,9,0,2,1,2,3,0,0,0,2,0,2,0,1,2,3,3,0.5626,31.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,51.13248577,5.283564815,0.273148148,5.283564815,0.273148148,0.426685009,128.127,120.063,128.0473441,50,0,0.147370124,-0.366541269,0.366541269,0.147370124,1,2,2.888888889,16.7398462,10.24089808,2.585659933,-2.061881122,2.435358932,-2.213887769,5.052864699,0.03228448,1.883679343,147.2383991,5.844934983,4.948359511,4.948359511,4.449489743,3.336655892,3.336655892,2.829104102,2.829104102,2.319207393,2.319207393,1.780081908,1.780081908,-0.12,311.7790938,4.658087154,1.309055951,0.477762683,52.88710383,14.21058886,19.00087508,0,0,0,0,0,0,0,0,0,0,6.420821623,12.20793278,14.21058886,0,0,0,0,30.83668717,6.792942306,0,0,0,0,0,0,0,31.20880786,14.21058886,0,6.420821623,0,0,0,0,30.99,0,0,0,6.103966388,25.10484147,6.420821623,0,0,0,0,14.21058886,15.82074074,0,0,0,0,0,0,2.538472222,0.47412037,0,1,9,0,3,1,2,3,0,0,0,3,0,3,0,1,2,3,3,-0.101,27.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
